step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,Risk_Score,Risk_Level,Risk_Score_V2,Risk_Level_V2,Suspicious_Alert,Alert_ID,Priority,Case_ID,Investigator,Case_Status,SAR_Decision
1,CASH_OUT,212228.35,C1896074070,0.0,0.0,C401424608,429747.0,1178808.14,0,0,60,High,80,High,True,ALT00039,High,CASE00039,Analyst_A,Open,SAR Review Needed
1,CASH_OUT,85423.63,C460741164,0.0,0.0,C1590550415,5776776.41,19169204.93,0,0,20,Low,40,Medium,True,ALT00040,Medium,CASE00040,Analyst_B,Closed,No SAR Required
1,CASH_OUT,11648.5,C781091365,0.0,0.0,C985934102,260976.0,971418.91,0,0,20,Low,40,Medium,True,ALT00041,Medium,CASE00041,Analyst_D,Escalated,No SAR Required
1,CASH_OUT,419801.4,C1687354037,38197.63,0.0,C33524623,499962.0,1517262.16,0,0,60,High,80,High,True,ALT00042,High,CASE00042,Analyst_C,Under Review,SAR Review Needed
1,CASH_OUT,335416.51,C743778731,144478.0,0.0,C575335780,295.0,52415.15,0,0,60,High,80,High,True,ALT00043,High,CASE00043,Analyst_A,Closed,SAR Review Needed
1,TRANSFER,330757.04,C1494346128,103657.0,0.0,C564160838,79676.0,1254956.07,0,0,70,High,90,High,True,ALT00044,High,CASE00044,Analyst_B,Escalated,SAR Review Needed
1,TRANSFER,679502.24,C722417467,290.0,0.0,C451111351,171866.0,3940085.21,0,0,70,High,120,High,True,ALT00045,Critical,CASE00045,Analyst_B,Open,SAR Required
1,TRANSFER,177652.91,C753631393,23720.0,0.0,C716157500,55.0,4894.45,0,0,30,Medium,50,Medium,True,ALT00046,Medium,CASE00046,Analyst_A,Open,No SAR Required
1,TRANSFER,184986.8,C697508322,39588.0,0.0,C1688019098,52340.0,97263.78,0,0,30,Medium,50,Medium,True,ALT00047,Medium,CASE00047,Analyst_D,Closed,No SAR Required
1,CASH_OUT,467177.03,C1338905451,28112.02,0.0,C1170794006,975121.0,22190.99,0,0,60,High,80,High,True,ALT00048,High,CASE00048,Analyst_A,Under Review,SAR Review Needed
1,CASH_OUT,154139.72,C1642679791,79563.03,0.0,C564160838,410433.04,1254956.07,0,0,20,Low,40,Medium,True,ALT00049,Medium,CASE00049,Analyst_A,Under Review,No SAR Required
1,CASH_OUT,82685.93,C855700733,0.0,0.0,C392292416,833216.44,3420103.09,0,0,20,Low,40,Medium,True,ALT00050,Medium,CASE00050,Analyst_A,Closed,No SAR Required
1,CASH_OUT,83857.23,C247162961,0.0,0.0,C1297685781,215457.59,16997.22,0,0,20,Low,40,Medium,True,ALT00051,Medium,CASE00051,Analyst_A,Under Review,No SAR Required
1,CASH_OUT,99109.77,C1890266440,0.0,0.0,C1297685781,299314.82,16997.22,0,0,20,Low,40,Medium,True,ALT00052,Medium,CASE00052,Analyst_A,Open,No SAR Required
1,CASH_OUT,187726.67,C1527152775,0.0,0.0,C747464370,190573.0,1567434.81,0,0,20,Low,40,Medium,True,ALT00053,Medium,CASE00053,Analyst_D,Under Review,No SAR Required
1,CASH_OUT,281339.92,C1863655430,0.0,0.0,C1509514333,612801.81,2415.16,0,0,60,High,80,High,True,ALT00054,High,CASE00054,Analyst_A,Open,SAR Review Needed
1,CASH_OUT,186447.51,C976827477,0.0,0.0,C1590550415,5862200.03,19169204.93,0,0,20,Low,40,Medium,True,ALT00055,Medium,CASE00055,Analyst_D,Open,No SAR Required
1,CASH_OUT,81029.86,C324112183,0.0,0.0,C288665596,105343.0,8496.61,0,0,20,Low,40,Medium,True,ALT00056,Medium,CASE00056,Analyst_C,Open,No SAR Required
1,CASH_OUT,139054.95,C2092709730,0.0,0.0,C1749186397,182538.03,277515.05,0,0,20,Low,40,Medium,True,ALT00057,Medium,CASE00057,Analyst_C,Under Review,No SAR Required
1,CASH_OUT,154716.2,C980364771,0.0,0.0,C453211571,187433.0,3461666.05,0,0,20,Low,40,Medium,True,ALT00058,Medium,CASE00058,Analyst_C,Closed,No SAR Required
1,CASH_OUT,53631.83,C1233595751,0.0,0.0,C757108857,83244.0,0.0,0,0,20,Low,40,Medium,True,ALT00059,Medium,CASE00059,Analyst_D,Open,No SAR Required
1,CASH_OUT,289645.52,C1446001495,0.0,0.0,C1023714065,871442.79,1412484.09,0,0,60,High,80,High,True,ALT00060,High,CASE00060,Analyst_C,Escalated,SAR Review Needed
1,CASH_OUT,267148.82,C1261044180,0.0,0.0,C401424608,641975.35,1178808.14,0,0,60,High,80,High,True,ALT00061,High,CASE00061,Analyst_A,Closed,SAR Review Needed
1,CASH_OUT,47913.58,C141110631,0.0,0.0,C240650537,51304.0,0.0,0,0,20,Low,40,Medium,True,ALT00062,Medium,CASE00062,Analyst_B,Under Review,No SAR Required
1,CASH_OUT,193605.38,C2029372696,0.0,0.0,C1971489295,249452.05,0.0,0,0,20,Low,40,Medium,True,ALT00063,Medium,CASE00063,Analyst_B,Under Review,No SAR Required
1,CASH_OUT,344464.4,C793293778,0.0,0.0,C766572210,1133312.56,0.0,0,0,60,High,80,High,True,ALT00064,High,CASE00064,Analyst_B,Open,SAR Review Needed
1,CASH_OUT,169409.87,C888611662,0.0,0.0,C401424608,909124.16,1178808.14,0,0,20,Low,40,Medium,True,ALT00065,Medium,CASE00065,Analyst_C,Open,No SAR Required
1,CASH_OUT,25793.74,C1966355106,0.0,0.0,C476800120,215312.31,49864.36,0,0,20,Low,40,Medium,True,ALT00066,Medium,CASE00066,Analyst_A,Open,No SAR Required
1,CASH_OUT,114712.48,C599782425,0.0,0.0,C1209271652,145400.0,0.0,0,0,20,Low,40,Medium,True,ALT00067,Medium,CASE00067,Analyst_C,Open,No SAR Required
1,CASH_OUT,89038.75,C1233327519,0.0,0.0,C2083562754,189808.0,1186556.81,0,0,20,Low,40,Medium,True,ALT00068,Medium,CASE00068,Analyst_C,Open,No SAR Required
1,CASH_OUT,1341.58,C1155769010,0.0,0.0,C557041912,80341.0,557537.26,0,0,20,Low,40,Medium,True,ALT00069,Medium,CASE00069,Analyst_D,Closed,No SAR Required
1,CASH_OUT,44443.08,C269892014,0.0,0.0,C1590550415,6048647.54,19169204.93,0,0,20,Low,40,Medium,True,ALT00070,Medium,CASE00070,Analyst_B,Under Review,No SAR Required
1,CASH_OUT,34729.64,C1280641161,0.0,0.0,C1435804085,44853.0,96.88,0,0,20,Low,40,Medium,True,ALT00071,Medium,CASE00071,Analyst_B,Open,No SAR Required
1,CASH_OUT,105979.34,C489411441,0.0,0.0,C736709391,435962.9,46820.71,0,0,20,Low,40,Medium,True,ALT00072,Medium,CASE00072,Analyst_B,Open,No SAR Required
1,CASH_OUT,57794.61,C1141113940,0.0,0.0,C240650537,99217.58,0.0,0,0,20,Low,40,Medium,True,ALT00073,Medium,CASE00073,Analyst_D,Escalated,No SAR Required
1,CASH_OUT,15918.79,C1711185459,0.0,0.0,C1854778591,24553.0,0.0,0,0,20,Low,40,Medium,True,ALT00074,Medium,CASE00074,Analyst_D,Closed,No SAR Required
1,CASH_OUT,19162.08,C25936709,0.0,0.0,C885951223,60169.0,215851.28,0,0,20,Low,40,Medium,True,ALT00075,Medium,CASE00075,Analyst_A,Under Review,No SAR Required
1,CASH_OUT,220691.42,C1123559518,0.0,0.0,C1590550415,6093090.62,19169204.93,0,0,60,High,80,High,True,ALT00076,High,CASE00076,Analyst_D,Escalated,SAR Review Needed
1,CASH_OUT,9536.54,C649769713,0.0,0.0,C1060830840,49161.0,130747.56,0,0,20,Low,40,Medium,True,ALT00077,Medium,CASE00077,Analyst_B,Closed,No SAR Required
1,CASH_OUT,29784.06,C925150995,0.0,0.0,C920011586,63553.0,0.0,0,0,20,Low,40,Medium,True,ALT00078,Medium,CASE00078,Analyst_B,Open,No SAR Required
1,CASH_OUT,190445.51,C1760219993,0.0,0.0,C1360767589,203679.0,2107965.39,0,0,20,Low,40,Medium,True,ALT00079,Medium,CASE00079,Analyst_C,Closed,No SAR Required
1,CASH_OUT,57279.11,C1800649922,0.0,0.0,C824009085,127206.9,64106.18,0,0,20,Low,40,Medium,True,ALT00080,Medium,CASE00080,Analyst_D,Under Review,No SAR Required
1,CASH_OUT,112086.81,C403547747,0.0,0.0,C1531333864,292728.0,55974.56,0,0,20,Low,40,Medium,True,ALT00081,Medium,CASE00081,Analyst_D,Open,No SAR Required
1,CASH_OUT,80311.89,C172215878,0.0,0.0,C434091818,87408.0,63112.23,0,0,20,Low,40,Medium,True,ALT00082,Medium,CASE00082,Analyst_C,Under Review,No SAR Required
1,CASH_OUT,151829.91,C873309260,0.0,0.0,C1023714065,1161088.31,1412484.09,0,0,20,Low,40,Medium,True,ALT00083,Medium,CASE00083,Analyst_A,Open,No SAR Required
1,CASH_OUT,26004.52,C1112456099,0.0,0.0,C1225616405,52251.58,0.0,0,0,20,Low,40,Medium,True,ALT00084,Medium,CASE00084,Analyst_B,Open,No SAR Required
1,CASH_OUT,3146.16,C923083575,0.0,0.0,C1504109395,9471.0,593737.38,0,0,20,Low,40,Medium,True,ALT00085,Medium,CASE00085,Analyst_B,Under Review,No SAR Required
1,CASH_OUT,296752.75,C589363823,0.0,0.0,C1531333864,404814.81,55974.56,0,0,60,High,80,High,True,ALT00086,High,CASE00086,Analyst_A,Under Review,SAR Review Needed
1,CASH_OUT,191702.06,C2052457859,0.0,0.0,C985934102,272624.5,971418.91,0,0,20,Low,40,Medium,True,ALT00087,Medium,CASE00087,Analyst_C,Open,No SAR Required
1,CASH_OUT,365510.05,C1299327689,0.0,0.0,C564160838,564572.76,1254956.07,0,0,60,High,80,High,True,ALT00088,High,CASE00088,Analyst_C,Escalated,SAR Review Needed
1,CASH_OUT,202332.08,C1408279755,0.0,0.0,C453211571,342149.2,3461666.05,0,0,60,High,80,High,True,ALT00089,High,CASE00089,Analyst_A,Escalated,SAR Review Needed
1,CASH_OUT,55105.9,C2007486296,0.0,0.0,C932583850,317952.89,2719172.89,0,0,20,Low,40,Medium,True,ALT00090,Medium,CASE00090,Analyst_C,Under Review,No SAR Required
1,CASH_OUT,171508.59,C1033348658,0.0,0.0,C1971489295,443057.43,0.0,0,0,20,Low,40,Medium,True,ALT00091,Medium,CASE00091,Analyst_A,Under Review,No SAR Required
1,CASH_OUT,178439.26,C1634723627,0.0,0.0,C2083562754,278846.75,1186556.81,0,0,20,Low,40,Medium,True,ALT00092,Medium,CASE00092,Analyst_D,Closed,No SAR Required
1,CASH_OUT,88834.86,C938463537,0.0,0.0,C985934102,464326.57,971418.91,0,0,20,Low,40,Medium,True,ALT00093,Medium,CASE00093,Analyst_D,Open,No SAR Required
1,CASH_OUT,210370.09,C2121995675,0.0,0.0,C1170794006,1442298.03,22190.99,0,0,60,High,80,High,True,ALT00094,High,CASE00094,Analyst_C,Under Review,SAR Review Needed
1,CASH_OUT,36437.06,C2120063568,0.0,0.0,C1740000325,154606.0,1363368.51,0,0,20,Low,40,Medium,True,ALT00095,Medium,CASE00095,Analyst_A,Open,No SAR Required
1,CASH_OUT,82691.56,C1620409359,0.0,0.0,C248609774,657983.89,6453430.91,0,0,20,Low,40,Medium,True,ALT00096,Medium,CASE00096,Analyst_C,Closed,No SAR Required
1,CASH_OUT,338767.1,C691691381,0.0,0.0,C453211571,544481.28,3461666.05,0,0,60,High,80,High,True,ALT00097,High,CASE00097,Analyst_D,Under Review,SAR Review Needed
1,CASH_OUT,187728.59,C264978436,0.0,0.0,C1360767589,394124.51,2107965.39,0,0,20,Low,40,Medium,True,ALT00098,Medium,CASE00098,Analyst_B,Closed,No SAR Required
1,CASH_OUT,271002.7,C500618423,0.0,0.0,C451111351,851368.24,3940085.21,0,0,60,High,80,High,True,ALT00099,High,CASE00099,Analyst_C,Open,SAR Review Needed
1,CASH_OUT,323105.08,C1458091526,0.0,0.0,C747464370,378299.67,1567434.81,0,0,60,High,80,High,True,ALT00100,High,CASE00100,Analyst_A,Open,SAR Review Needed
1,CASH_OUT,10782.94,C768776793,0.0,0.0,C796533847,100585.0,0.0,0,0,20,Low,40,Medium,True,ALT00101,Medium,CASE00101,Analyst_D,Open,No SAR Required
1,CASH_OUT,89962.11,C2018260103,0.0,0.0,C240650537,157012.19,0.0,0,0,20,Low,40,Medium,True,ALT00102,Medium,CASE00102,Analyst_B,Under Review,No SAR Required
1,CASH_OUT,101940.14,C1393828949,0.0,0.0,C357863579,105362.0,92307.65,0,0,20,Low,40,Medium,True,ALT00103,Medium,CASE00103,Analyst_A,Under Review,No SAR Required
1,CASH_OUT,163100.34,C1088417975,0.0,0.0,C401424608,1078534.03,1178808.14,0,0,20,Low,40,Medium,True,ALT00104,Medium,CASE00104,Analyst_C,Escalated,No SAR Required
1,CASH_OUT,136030.66,C2036775591,0.0,0.0,C757108857,136875.83,0.0,0,0,20,Low,40,Medium,True,ALT00105,Medium,CASE00105,Analyst_A,Open,No SAR Required
1,CASH_OUT,68912.23,C1620529408,0.0,0.0,C1688019098,237326.8,97263.78,0,0,20,Low,40,Medium,True,ALT00106,Medium,CASE00106,Analyst_B,Closed,No SAR Required
1,CASH_OUT,73464.06,C307488715,0.0,0.0,C1789550256,444779.0,4619798.56,0,0,20,Low,40,Medium,True,ALT00107,Medium,CASE00107,Analyst_D,Open,No SAR Required
1,CASH_OUT,106117.28,C758572926,0.0,0.0,C476402209,234216.94,51513.44,0,0,20,Low,40,Medium,True,ALT00108,Medium,CASE00108,Analyst_D,Under Review,No SAR Required
1,CASH_OUT,503333.79,C1640612861,0.0,0.0,C985934102,553161.42,971418.91,0,0,60,High,110,High,True,ALT00109,Critical,CASE00109,Analyst_A,Under Review,SAR Required
1,CASH_OUT,71991.42,C990679445,0.0,0.0,C557041912,81682.58,557537.26,0,0,20,Low,40,Medium,True,ALT00110,Medium,CASE00110,Analyst_B,Under Review,No SAR Required
1,CASH_OUT,91379.93,C913065088,0.0,0.0,C401424608,1241634.38,1178808.14,0,0,20,Low,40,Medium,True,ALT00111,Medium,CASE00111,Analyst_D,Closed,No SAR Required
1,CASH_OUT,26759.05,C746280996,0.0,0.0,C1360767589,581853.1,2107965.39,0,0,20,Low,40,Medium,True,ALT00112,Medium,CASE00112,Analyst_A,Under Review,No SAR Required
1,CASH_OUT,128487.35,C50503805,0.0,0.0,C747464370,701404.75,1567434.81,0,0,20,Low,40,Medium,True,ALT00113,Medium,CASE00113,Analyst_A,Under Review,No SAR Required
1,CASH_OUT,252908.87,C1557989809,0.0,0.0,C33524623,919763.4,1517262.16,0,0,60,High,80,High,True,ALT00114,High,CASE00114,Analyst_D,Under Review,SAR Review Needed
1,CASH_OUT,64489.64,C146874094,0.0,0.0,C1297685781,398424.59,16997.22,0,0,20,Low,40,Medium,True,ALT00115,Medium,CASE00115,Analyst_C,Open,No SAR Required
1,CASH_OUT,171369.73,C2123222442,0.0,0.0,C451111351,1122370.94,3940085.21,0,0,20,Low,40,Medium,True,ALT00116,Medium,CASE00116,Analyst_A,Closed,No SAR Required
1,CASH_OUT,71532.24,C2082351661,2101.19,0.0,C1810132623,74956.0,97128.19,0,0,20,Low,40,Medium,True,ALT00117,Medium,CASE00117,Analyst_C,Escalated,No SAR Required
1,CASH_OUT,61159.51,C859690270,0.0,0.0,C476402209,340334.22,51513.44,0,0,20,Low,40,Medium,True,ALT00118,Medium,CASE00118,Analyst_D,Open,No SAR Required
1,CASH_OUT,12401.9,C1389774257,0.0,0.0,C1096283470,349763.0,0.0,0,0,20,Low,40,Medium,True,ALT00119,Medium,CASE00119,Analyst_C,Open,No SAR Required
1,CASH_OUT,32702.61,C553759818,0.0,0.0,C75457651,253053.0,31469.78,0,0,20,Low,40,Medium,True,ALT00120,Medium,CASE00120,Analyst_C,Escalated,No SAR Required
1,TRANSFER,480222.51,C201677908,11110.0,0.0,C451111351,1293740.67,3940085.21,0,0,70,High,90,High,True,ALT00121,High,CASE00121,Analyst_C,Under Review,SAR Review Needed
1,TRANSFER,2806.0,C1420196421,2806.0,0.0,C972765878,0.0,0.0,1,0,30,Medium,50,Medium,True,ALT00122,Medium,CASE00122,Analyst_C,Open,No SAR Required
1,CASH_OUT,2806.0,C2101527076,2806.0,0.0,C1007251739,26202.0,0.0,1,0,20,Low,40,Medium,True,ALT00123,Medium,CASE00123,Analyst_A,Under Review,No SAR Required
1,CASH_OUT,280877.92,C1544614339,2188.97,0.0,C1297685781,462914.23,16997.22,0,0,60,High,80,High,True,ALT00124,High,CASE00124,Analyst_A,Under Review,SAR Review Needed
1,TRANSFER,157883.07,C973936431,46547.0,0.0,C1335050193,72793.0,353532.56,0,0,30,Medium,50,Medium,True,ALT00125,Medium,CASE00125,Analyst_C,Escalated,No SAR Required
1,CASH_OUT,102153.86,C2015301874,1776.23,0.0,C1335050193,230676.07,353532.56,0,0,20,Low,40,Medium,True,ALT00126,Medium,CASE00126,Analyst_A,Escalated,No SAR Required
1,CASH_OUT,369989.2,C1936550492,9515.86,0.0,C1789550256,518243.06,4619798.56,0,0,60,High,80,High,True,ALT00127,High,CASE00127,Analyst_B,Open,SAR Review Needed
1,CASH_OUT,215338.28,C594651850,0.0,0.0,C75457651,285755.61,31469.78,0,0,60,High,80,High,True,ALT00128,High,CASE00128,Analyst_A,Closed,SAR Review Needed
1,CASH_OUT,65521.42,C1532139270,0.0,0.0,C920011586,93337.06,0.0,0,0,20,Low,40,Medium,True,ALT00129,Medium,CASE00129,Analyst_C,Open,No SAR Required
1,CASH_OUT,116977.58,C1677568775,0.0,0.0,C1740000325,191043.06,1363368.51,0,0,20,Low,40,Medium,True,ALT00130,Medium,CASE00130,Analyst_B,Under Review,No SAR Required
1,CASH_OUT,262392.36,C2069500590,0.0,0.0,C2083562754,457286.01,1186556.81,0,0,60,High,80,High,True,ALT00131,High,CASE00131,Analyst_D,Open,SAR Review Needed
1,CASH_OUT,51121.05,C1431556341,0.0,0.0,C1740000325,308020.64,1363368.51,0,0,20,Low,40,Medium,True,ALT00132,Medium,CASE00132,Analyst_B,Under Review,No SAR Required
1,CASH_OUT,202624.59,C452364286,0.0,0.0,C985934102,1056495.21,971418.91,0,0,60,High,80,High,True,ALT00133,High,CASE00133,Analyst_B,Under Review,SAR Review Needed
1,CASH_OUT,118235.16,C350069300,0.0,0.0,C1335050193,332829.93,353532.56,0,0,20,Low,40,Medium,True,ALT00134,Medium,CASE00134,Analyst_B,Open,No SAR Required
1,CASH_OUT,118056.71,C1060703587,0.0,0.0,C757108857,272906.49,0.0,0,0,20,Low,40,Medium,True,ALT00135,Medium,CASE00135,Analyst_D,Escalated,No SAR Required
1,CASH_OUT,498960.91,C1957078537,0.0,0.0,C1360767589,608612.15,2107965.39,0,0,60,High,80,High,True,ALT00136,High,CASE00136,Analyst_A,Closed,SAR Review Needed
1,CASH_OUT,691738.36,C1514214932,0.0,0.0,C1590550415,6285707.02,19169204.93,0,0,60,High,110,High,True,ALT00137,Critical,CASE00137,Analyst_D,Under Review,SAR Required
1,CASH_OUT,58820.08,C594858858,0.0,0.0,C1360767589,1107573.06,2107965.39,0,0,20,Low,40,Medium,True,ALT00138,Medium,CASE00138,Analyst_D,Under Review,No SAR Required
1,CASH_OUT,302693.14,C140404585,18454.54,0.0,C1688019098,306239.03,97263.78,0,0,60,High,80,High,True,ALT00139,High,CASE00139,Analyst_B,Under Review,SAR Review Needed
1,CASH_OUT,410201.89,C1279740095,21448.0,0.0,C1750905143,61613.0,424250.45,0,0,60,High,80,High,True,ALT00140,High,CASE00140,Analyst_B,Open,SAR Review Needed
1,CASH_OUT,40684.97,C1985938863,10782.14,0.0,C1291286504,49530.0,66575.5,0,0,20,Low,40,Medium,True,ALT00141,Medium,CASE00141,Analyst_B,Open,No SAR Required
1,CASH_OUT,106267.21,C487416600,0.0,0.0,C476800120,241106.05,49864.36,0,0,20,Low,40,Medium,True,ALT00142,Medium,CASE00142,Analyst_A,Open,No SAR Required
1,TRANSFER,123179.97,C1447353473,7215.0,0.0,C20671747,12904.68,43691.09,0,0,30,Medium,50,Medium,True,ALT00143,Medium,CASE00143,Analyst_B,Open,No SAR Required
1,TRANSFER,522264.81,C1927963027,24.0,0.0,C1234776885,11361.0,2025098.66,0,0,70,High,120,High,True,ALT00144,Critical,CASE00144,Analyst_C,Under Review,SAR Required
1,TRANSFER,26923.42,C1108517064,11049.67,0.0,C1983747920,199404.91,95508.95,0,0,30,Medium,50,Medium,True,ALT00145,Medium,CASE00145,Analyst_C,Open,No SAR Required
